CAP;Comune;Abitanti;Denominazione;Indirizzo;Proprieta;ComplessoSportivo;CodiceTipologiaImpianto;ImpiantoCoperto: Si/No;Lunghezza;Larghezza;Altezza;ProfonditaMinima(Piscina);ProfonditaMassima(Piscina);SpogliatoiAtleti;ServiziDiversamenteAbili;SpogliatogliArbitri;NumeroSpettatori;ServiziIgieniciSpettatori;ServiziIgieniciSpettatoriDiversamenteAbili;AdeguatoNormeDiSicurezza;Illuminazione;Parcheggi;RealizzatoFunzionante: Si/No;RealizzatoFunzionanteOmologato: Si/No
;;;ISTIT. DI OSSERVAZIONE  MINORILE NISIDA;ISOLOTTO DI NISIDA;STATO;;30;No;75,4;33,7;0;;;Si;;;0;;;Si;Si;;;Si
;;;ISTIT. DI OSSERVAZIONE  MINORILE NISIDA;ISOLOTTO DI NISIDA;STATO;;180;No;24;18;0;;;Si;;;0;;;Si;Si;;;Si
;;;ISTIT. DI OSSERVAZIONE  MINORILE NISIDA;ISOLOTTO DI NISIDA;STATO;;190;Si;30,2;5,8;5;;;Si;;;0;;;Si;Si;;;Si
;;;DUCA DEGLI ABRUZZI;VIA DI POZZUOLI 5;PROVINCIA;;190;Si;24;12;8;;;Si;Si;;0;;;Si;Si;;;Si
;;;I.P.S.A.R. BAGNOLI;PIAZZA BAGNOLI;PROVINCIA;;40;Si;20;9;5;;;Si;Si;;0;;;Si;Si;;;Si
;;;IPALB CAVALCANTI;VIA MANZONI 218;PROVINCIA;;190;Si;24;17;5;;;Si;;;0;;;Si;Si;;;Si
;;;LICEO SCIENTIFICO CARO;VIA A.MANZONI 53;PROVINCIA;;180;No;20;8;0;;;Si;;;0;;;Si;Si;;;No
;;;LICEO SCIENTIFICO CARO;VIA A.MANZONI 53;PROVINCIA;;190;Si;14;8;3;;;Si;;;0;;;Si;Si;;;No
;;;LICEO SCIENTIFICO CARO;VIA A.MANZONI 53;PROVINCIA;;190;Si;15;6;3;;;Si;;;0;;;Si;Si;;;No
;;;SCUOLA MEDIA MICHELANGELO BUONARROTI;VIA  DI POZZUOLI 68;PROVINCIA;;180;No;30;10;0;;;Si;;;0;;;Si;Si;Si;;No
;;;SCUOLA MEDIA MICHELANGELO BUONARROTI;VIA  DI POZZUOLI 68;PROVINCIA;;190;Si;26;13;8;;;Si;;;0;;;Si;Si;Si;;No
;;;VITTORIO EMANUELE II;VIA BARBAGALLO 32;PROVINCIA;;11;No;44;2;0;;;Si;;;0;;;Si;Si;Si;;No
;;;VITTORIO EMANUELE II;VIA BARBAGALLO 32;PROVINCIA;;11;No;70;6;0;;;Si;;;0;;;Si;Si;Si;;No
;;;VITTORIO EMANUELE II;VIA BARBAGALLO 32;PROVINCIA;;180;No;21;14;0;;;Si;;;0;;;Si;Si;Si;;No
;;;VITTORIO EMANUELE II;VIA BARBAGALLO 32;PROVINCIA;;190;Si;24;13,5;8;;;Si;Si;;0;;;Si;Si;Si;;No
;;;VITTORIO EMANUELE II;VIA BARBAGALLO 32;PROVINCIA;;190;Si;26;14;8;;;Si;Si;;0;;;Si;Si;Si;;No
;;;C.D. 41° PLESSO;V.le kENNEDY N°431;COMUNE;;190;Si;22;13;4,5;;;;;;0;;;Si;Si;Si;;No
;;;C.D.53° GIANNI RODARI;P. NEGHELLI n°36;COMUNE;;190;Si;24;12;8;;;;;;0;;;Si;Si;;;No
;;;C.D.53°VIVIANI;PIAZZA NEGHELLI  n°13/C;COMUNE;;190;Si;25;14,5;8;;;;;;0;;;Si;Si;;;No
;;;CESARO CONSOLE 74°CIRCOLO;VIA N. AGNANO 169;COMUNE;;190;Si;25;15;7;;;;;;0;;;Si;Si;;;No
;;;CIR. DIDATTICO NA 41-FORNARI;VIA CARAFA  28;COMUNE;;40;No;47,1;28,4;0;;;;;;0;;;Si;Si;Si;;No
;;;CIR. DIDATTICO NA 41-FORNARI;VIA CARAFA  28;COMUNE;;190;Si;20,1;12;7,3;;;;;;0;;;Si;Si;;;No
;;;IST. ITN-IPIA BAGNOLI;VIA DI POZZUOLI    64;COMUNE;;180;No;30;11;0;;;Si;;;0;;;Si;Si;Si;;No
;;;NA 53- COLLODI;VIA RIZZO 28;COMUNE;;180;No;20;10;0;;;Si;;;0;;;Si;Si;;;No
;;;NA 53- COLLODI;VIA RIZZO 28;COMUNE;;190;Si;20;10;6;;;Si;Si;;0;;;Si;Si;;;No
;;;GIORDANI;VIA CARAVAGGIO 176;PROVINCIA;;11;No;80;10;0;;;Si;Si;;0;;;Si;Si;Si;;Si
;;;GIORDANI;VIA CARAVAGGIO 176;PROVINCIA;;180;No;0;0;0;;;Si;Si;;0;;;Si;Si;Si;;Si
;;;GIORDANI;VIA CARAVAGGIO 176;PROVINCIA;;180;No;30;20;0;;;Si;Si;;0;;;Si;Si;Si;;Si
;;;GIORDANI;VIA CARAVAGGIO 176;PROVINCIA;;190;Si;35;20;6;;;Si;Si;;0;;;Si;Si;Si;;Si
;;;GIORDANI;VIA CARAVAGGIO 176;PROVINCIA;;190;Si;38;20;8;;;Si;Si;;0;;;Si;Si;Si;;Si
;;;IST. TECNICO INDUSTR.AUGUSTO RIGHI;VIALE KENNEDY 112;PROVINCIA;;180;No;29;20;0;;;Si;;;0;;;Si;;Si;;Si
;;;IST. TECNICO INDUSTR.AUGUSTO RIGHI;VIALE KENNEDY 112;PROVINCIA;;190;Si;24;14;7;;;Si;;;0;;;Si;Si;Si;;Si
;;;ITC. L.S.- F.S.NITTI;VIA BARBAGALLO 10;PROVINCIA;;190;Si;22;12;7;;;Si;;;0;;;Si;Si;Si;;Si
;;;LICEO A. GENTILESCHI;VIA NUOVA AGNANO 30;PROVINCIA;;190;Si;30;25;8;;;Si;;;0;;;Si;Si;Si;;Si
;;;CENTRO REG.F.I.T.CARLA BADER -RAMA CLUB;VIALE GIOCHI DEL MEDITERRANEO 30;COMUNE;Si;40;No;37;18;0;;;Si;;;0;;;Si;Si;Si;;Si
;;;CENTRO REG.F.I.T.CARLA BADER -RAMA CLUB;VIALE GIOCHI DEL MEDITERRANEO 30;COMUNE;Si;40;Si;37;18;8;;;Si;;;0;;;Si;Si;Si;;Si
;;;CENTRO REG.F.I.T.CARLA BADER -RAMA CLUB;VIALE GIOCHI DEL MEDITERRANEO 30;COMUNE;Si;320;No;36,5;18,5;0;;;Si;;;0;;;Si;Si;Si;;Si
;;;CENTRO REG.F.I.T.CARLA BADER -RAMA CLUB;VIALE GIOCHI DEL MEDITERRANEO 30;COMUNE;Si;320;Si;36,5;18,5;8;;;Si;;;0;;;Si;Si;Si;;Si
;;;CIRC. DIDATTICO NA 73 ;VIA ILIONEO 113;COMUNE;;190;Si;16;10;7;;;;;;0;;;Si;Si;;;Si
;;;CIRCOLO 53° SCUOLA RODARY;PIAZZA NEGHELLI 36;COMUNE;;190;Si;24,3;11,9;7,1;;;;;;0;;;Si;Si;Si;;Si
;;;NA 39-G. LEOPARDI;VIA LEOPARDI 135;COMUNE;;190;Si;20;10;6;;;;;;0;;;Si;Si;Si;;Si
;;;NA 63 - ANDREA DORIA;PIAZZA MARCOANTONIO COLONNA          15;COMUNE;;190;Si;23;11,4;5;;;;;;0;;;Si;Si;Si;;Si
;;;NA 78 - ALESSANDRO LALA -;VIA B. CARITEO 47;COMUNE;;190;Si;18;10;4;;;;;;0;;;Si;Si;Si;;Si
;;;NA-91 CONSALVO;VIA ZANFAGNA 1;COMUNE;;190;Si;10;6;4;;;;;;0;;;Si;Si;Si;;Si
;;;NA-91 CONSALVO;VIA ZANFAGNA 1;COMUNE;;190;Si;26;13;5;;;;;;0;;;Si;Si;Si;;Si
;;;PALASPORT MARIO ARGENTO;VIALE GIOCHI DEL MEDITERRANEO;COMUNE;;190;Si;15,8;10,4;5,8;;;Si;Si;Si;0;Si;;Si;Si;Si;;
;;;PALASPORT MARIO ARGENTO;VIALE GIOCHI DEL MEDITERRANEO;COMUNE;;190;Si;22,3;15,4;5,1;;;Si;Si;;0;;;Si;Si;Si;;
;;;PALASPORT MARIO ARGENTO;VIALE GIOCHI DEL MEDITERRANEO;COMUNE;;190;Si;44,9;25,1;12;;;Si;Si;Si;8.000;Si;Si;;Si;Si;;
;;;PALESTRA ALESSANDRO LA PEGNA;VIA CANZANELLA VECCHIA 28;COMUNE;;40;No;27;16;0;;;Si;Si;;0;;;;Si;Si;No;
;;;PALESTRA ALESSANDRO LA PEGNA;VIA CANZANELLA VECCHIA 28;COMUNE;;60;No;20;2,2;0;;;Si;Si;;150;;;Si;Si;Si;;Si
;;;PALESTRA ALESSANDRO LA PEGNA;VIA CANZANELLA VECCHIA 28;COMUNE;;190;Si;25;5;4;;;Si;Si;;0;;;Si;Si;Si;;Si
;;;PALESTRA ALESSANDRO LA PEGNA;VIA CANZANELLA VECCHIA 28;COMUNE;;190;Si;33;20;8;;;Si;Si;;0;;;Si;Si;Si;;Si
;;;PISCINA  FELICE SCANDONE;VIALE GIOCHI DEL MEDITERRANEO;COMUNE;;190;Si;21,3;10,7;4,1;;;Si;Si;Si;0;Si;Si;Si;Si;Si;;Si
;;;PISCINA  FELICE SCANDONE;VIALE GIOCHI DEL MEDITERRANEO;COMUNE;;200;Si;50;21;8;;;Si;Si;Si;2.470;Si;Si;Si;Si;Si;;Si
;;;S.M.S. TOTO MINNITI;VIA CONSALVO 93;COMUNE;;180;No;36;20;0;;;Si;;;0;;;Si;Si;Si;;Si
;;;S.M.S. TOTO MINNITI;VIA CONSALVO 93;COMUNE;;190;Si;23,5;13;5;;;Si;;;0;;;Si;Si;Si;;Si
;;;SCUOLA MEDIA SILIO ITALICO ;VIA DEGLI SCIPIONI 4;COMUNE;;190;Si;22;12,1;7;;;Si;Si;;0;;;Si;Si;Si;;No
;;;STADIO COMUNALE SAN PAOLO;VIA IACOPO DE GENNARO;COMUNE;Si;11;No;2;0;30;;;Si;Si;Si;0;Si;Si;Si;Si;Si;;Si
;;;STADIO COMUNALE SAN PAOLO;VIA IACOPO DE GENNARO;COMUNE;Si;11;No;2;0;75;;;Si;Si;Si;0;Si;Si;Si;Si;;;Si
;;;STADIO COMUNALE SAN PAOLO;VIA IACOPO DE GENNARO;COMUNE;Si;11;No;36;4;90;;;Si;Si;Si;0;Si;Si;Si;Si;Si;;Si
;;;STADIO COMUNALE SAN PAOLO;VIA IACOPO DE GENNARO;COMUNE;Si;11;No;50;1;0;;;Si;Si;Si;0;Si;Si;Si;Si;Si;;Si
;;;STADIO COMUNALE SAN PAOLO;VIA IACOPO DE GENNARO;COMUNE;Si;11-dic;No;400;10;0;;;Si;Si;Si;70.000;Si;Si;Si;Si;Si;;Si
;;;STADIO COMUNALE SAN PAOLO;VIA IACOPO DE GENNARO;COMUNE;Si;30;No;120;90;0;;;Si;Si;Si;70.000;Si;Si;Si;Si;Si;;Si
;;;STADIO COMUNALE SAN PAOLO;VIA IACOPO DE GENNARO;COMUNE;Si;190;Si;18;11;5;;;Si;Si;Si;0;;;Si;Si;Si;;No
;;;STADIO COMUNALE SAN PAOLO;VIA IACOPO DE GENNARO;COMUNE;Si;190;Si;19;14;5;;;Si;Si;Si;0;;Si;Si;Si;Si;;No
;;;LICEO NICCOLO' COPERNICO;VIA CINZIA P. SAN PAOLO n°43;PROVINCIA;;180;No;30;15;0;;;Si;;;0;;;Si;;;;No
;;;LICEO NICCOLO' COPERNICO;VIA CINZIA P. SAN PAOLO n°43;PROVINCIA;;190;Si;22;10;6;;;Si;;;0;;;Si;Si;;;No
;;;LICEO SC. NICCOLO' COPERNICO;VIA CINZIA P. SAN PAOLO N°43;PROVINCIA;;180;No;30;15;0;;;Si;;;0;;;Si;;;;No
;;;LICEO SC. NICCOLO' COPERNICO;VIA CINZIA P. SAN PAOLO N°43;PROVINCIA;;190;Si;22;10;6;;;Si;Si;;0;;;Si;Si;;;No
;;;"LICEO SCIENTIFICO "" NICCOLO' COPERNICO""";VIA CINTIA P.SAN PAOLO n° 43;PROVINCIA;;180;No;30;15;0;;;Si;Si;;0;;;Si;Si;Si;;No
;;;"LICEO SCIENTIFICO "" NICCOLO' COPERNICO""";VIA CINTIA P.SAN PAOLO n° 43;PROVINCIA;;190;Si;22;10;6;;;Si;Si;;0;;;Si;Si;Si;;Si
;;;LICEO SCIENTIFICO G. GALILEI;VIA S. DOMENICO;PROVINCIA;;180;No;32;16;0;;;Si;Si;;0;;;Si;Si;Si;;Si
;;;LICEO SCIENTIFICO G. GALILEI;VIA S. DOMENICO;PROVINCIA;;190;Si;8;7;6;;;Si;Si;Si;0;Si;Si;Si;Si;Si;;Si
;;;LICEO SCIENTIFICO G. GALILEI;VIA S. DOMENICO;PROVINCIA;;190;Si;14;13;6;;;;;;0;;;Si;Si;Si;;Si
;;;54°C.D.- SCHERILLO;VIA STANISLAO MANNA 23;COMUNE;;190;Si;19,3;12,64;5,45;;;;;;0;;;Si;Si;Si;;Si
;;;"65°C.D.S.M.S. ""BRACCO""  SUCC.";VIA ARNO 14;COMUNE;;190;Si;20,1;11,2;12,1;;;;;;0;;;Si;Si;;;Si
;;;67°C.D. ;VIA ANDRONICO,113;COMUNE;;190;Si;23;13;7,8;;;;;;0;;;Si;Si;Si;;Si
;;;67°C.D. - A.MANZONI;VIA MARCO AURELIO 156;COMUNE;;190;Si;30;13,4;8,47;;;;;;0;;;Si;Si;Si;;Si
;;;IST.COM. S.M.S. NOSENGO 52°C.D.;VIALE TRAIANO 92;COMUNE;;190;Si;20;10;7;;;Si;Si;;0;;;Si;Si;Si;;Si
;;;"IST.COMP. 52°C.D.  S.M.S. ""DELEDDA""";VIA CASSIODORO 87;COMUNE;;180;No;31,25;19;0;;;Si;;;0;;;Si;Si;;;Si
;;;"IST.COMP. 52°C.D.  S.M.S. ""DELEDDA""";VIA CASSIODORO 87;COMUNE;;190;Si;23,7;11,87;6;;;Si;Si;;0;;;Si;Si;Si;;Si
;;;NA 65 - DE FILIPPO;VIA ROMOLO E REMO 33;COMUNE;;190;Si;22;12;6;;;;;;0;;;Si;Si;Si;;Si
;;;NA 8-DON GIUSTINO RUSSOLILLO;CORSO DUCA D'AOSTA 78;COMUNE;;190;Si;21;10;8;;;;;;0;;;Si;Si;Si;;Si
;;;NA 8-DON GIUSTINO RUSSOLILLO;CORSO DUCA D'AOSTA 78;COMUNE;;190;Si;25,7;12,6;6,3;;;;;;0;;;Si;Si;Si;;Si
;;;NEVIO G.;VIA TORRE CERVATI 9;COMUNE;;180;No;26;13;0;;;;;;0;;;Si;Si;Si;;Si
;;;NEVIO G.;VIA TORRE CERVATI 9;COMUNE;;190;Si;28;12;6;;;;;;0;;;Si;Si;Si;;Si
;;;RUSSO 1°S.M.S.;VIA NUOVO PIANO REGOLATORE 69;COMUNE;;190;Si;21,7;10,7;6,5;;;;;;0;;;Si;Si;;;Si
;;;RUSSO 1°succ. S.M.S.;VIA PADULA;COMUNE;;190;Si;21;12;6,1;;;;;;0;;;Si;Si;;;Si
;;;RUSSO 2°S.M.S.;VIA RUSSO 101;COMUNE;;190;Si;30;19;7,1;;;;;;0;;;Si;Si;;;Si
;;;"S.M.S. ""I. SVEVO""";VIA SCHERILLO 40;COMUNE;;180;No;24,7;13,6;0;;;Si;Si;;0;;;Si;Si;Si;;Si
;;;"S.M.S. ""I. SVEVO""";VIA SCHERILLO 40;COMUNE;;180;No;31;2,6;0;;;Si;Si;;0;;;Si;Si;Si;;Si
;;;"S.M.S. ""I. SVEVO""";VIA SCHERILLO 40;COMUNE;;180;No;107;7,7;0;;;Si;Si;;0;;;Si;Si;Si;;Si
;;;"S.M.S. ""I. SVEVO""";VIA SCHERILLO 40;COMUNE;;190;Si;26;14;7;;;Si;Si;;0;;;Si;Si;Si;;Si
;;;"S.M.S. ""MAROTTA"" 65°C.D. ";VIALE ADRIANO 10;COMUNE;;180;No;24,4;50;0;;;Si;Si;;0;;;Si;Si;Si;;Si
;;;"S.M.S. ""MAROTTA"" 65°C.D. ";VIALE ADRIANO 10;COMUNE;;190;Si;19,5;10;6;;;Si;Si;;0;;;Si;Si;Si;;Si
;;;"S.M.S. ""MAROTTA"" 65°C.D. ";VIALE ADRIANO 10;COMUNE;;190;Si;24,6;13,1;7;;;Si;Si;;0;;;Si;Si;Si;;Si
;;;S.M.S. BRACCO 65°C.D.;VIA TEVERE 45;COMUNE;;190;Si;22,45;18;9;;;Si;Si;;0;;;Si;Si;;;Si
;;;S.M.S. PIRANDELLO;VIA SCHERILLO 34;COMUNE;;180;No;36;18;0;;;Si;Si;;0;;;Si;;Si;;Si
;;;S.M.S. PIRANDELLO;VIA SCHERILLO 34;COMUNE;;180;No;84;8,4;0;;;Si;Si;;0;;;Si;;Si;;Si
;;;S.M.S. PIRANDELLO;VIA SCHERILLO 34;COMUNE;;190;Si;26;16;7,7;;;Si;Si;;0;;;Si;Si;Si;;Si
;;;" S.M.S ""VIALE DELLE ACACIE""";VIA PUCCINI 1;COMUNE;;190;Si;24,1;12,3;6,5;;;Si;Si;;0;;;Si;Si;Si;;Si
;;;36°C.D. -VANVITELLI;VIA LUCA GIORDANO 128;COMUNE;;180;No;30,5;17,2;0;;;;;;0;;;Si;Si;;;No
;;;36°C.D. -VANVITELLI;VIA LUCA GIORDANO 128;COMUNE;;190;Si;20,03;10,5;6,5;;;;;;0;;;Si;Si;;;No
;;;"38°C.D. S.ELEM. ""QUARTI""";F.P.TOSTI 9;COMUNE;;190;Si;20,1;12,2;7;;;;;;0;;;Si;Si;;;No
;;;IST. SUP. G.MAZZINI;VIA SOLIMENE 62;COMUNE;;190;Si;19,6;9,5;4;;;Si;Si;;0;;;Si;Si;;;No
;;;ITC   DE NICOLA;VIA  E.A.MARIO 16;COMUNE;;180;No;21;18;0;;;Si;Si;;0;;;Si;Si;;;No
;;;ITC   DE NICOLA;VIA  E.A.MARIO 16;COMUNE;;190;Si;29,7;16,5;7,5;;;Si;Si;;0;;;Si;Si;;;No
;;;ITIS SAN DOMENICO;VIA S. DOMENICO;COMUNE;;190;Si;24,8;14,6;7,2;;;Si;Si;;0;;;Si;Si;;;No
;;;L.CLASS. SANNAZZARO;VIA PUCCINI 3;COMUNE;;180;No;29,8;18,6;0;;;Si;Si;;0;;;Si;Si;;;No
;;;L.CLASS. SANNAZZARO;VIA PUCCINI 3;COMUNE;;190;Si;7;5;3;;;Si;Si;;0;;;Si;Si;;;No
;;;L.CLASS. SANNAZZARO;VIA PUCCINI 3;COMUNE;;190;Si;15,5;5;8;;;Si;Si;;0;;;Si;Si;;;No
;;;S.M.S. MAIURI A.;VIA MOSCA 43;COMUNE;;190;Si;13;8;4,5;;;Si;Si;Si;0;;;Si;Si;;;No
;;;COMP. POLISPORT. A. COLLANA;VIA RIBERA 2;REGIONE;Si;11;Si;2,2;0;35;;;Si;Si;Si;10.000;Si;Si;Si;Si;;No;Si
;;;COMP. POLISPORT. A. COLLANA;VIA RIBERA 2;REGIONE;Si;11;No;5,2;4,25;0;;;Si;Si;Si;10.000;Si;Si;Si;Si;;No;Si
;;;COMP. POLISPORT. A. COLLANA;VIA RIBERA 2;REGIONE;Si;11;No;45,2;1,6;0;;;Si;Si;Si;10.000;Si;Si;Si;Si;;No;Si
;;;COMP. POLISPORT. A. COLLANA;VIA RIBERA 2;REGIONE;Si;11-dic;No;400;10;0;;;Si;Si;Si;10.000;Si;Si;Si;Si;;No;Si
;;;COMP. POLISPORT. A. COLLANA;VIA RIBERA 2;REGIONE;Si;30;No;115;74;0;;;Si;Si;Si;10.000;Si;Si;Si;Si;;No;Si
;;;COMP. POLISPORT. A. COLLANA;VIA RIBERA 2;REGIONE;Si;111;No;30,1;15,3;0;;;Si;Si;Si;400;Si;Si;Si;Si;;No;Si
;;;COMP. POLISPORT. A. COLLANA;VIA RIBERA 2;REGIONE;Si;190;Si;30,1;15,3;10;;;Si;Si;Si;0;;;;Si;;No;No
;;;COMP. POLISPORT. A. COLLANA;VIA RIBERA 2;REGIONE;Si;190;Si;40;20;15;;;Si;Si;Si;400;Si;Si;Si;Si;;No;
;;;COMP. POLISPORT. A. COLLANA;VIA RIBERA 2;REGIONE;Si;200;Si;25;10;5;1,3;1,6;Si;Si;Si;0;;;Si;Si;;No;
;;;60°C.D.- EMILIA NOBILE;VIA USSANI  5;COMUNE;;190;Si;22;12,3;7;;;;;;0;;;Si;Si;Si;;Si
;;;84°C.D.  E.A.MARIO;VIA E. A. MARIO 13 1°TRAV.;COMUNE;;190;Si;20;10,5;6;;;;;;0;;;Si;Si;;;Si
;;;IPSCT FORTUNATO;VIA ACITILLO 57;COMUNE;;190;Si;20,6;13,8;5,5;;;Si;Si;;0;;;Si;Si;;;Si
;;;"LICEO SC. ""E. VITTORINI""";VIA DOMENICO FONTANA 172;COMUNE;;11;No;90;4,8;0;;;;;;0;;;Si;Si;Si;;No
;;;"LICEO SC. ""E. VITTORINI""";VIA DOMENICO FONTANA 172;COMUNE;;180;No;26;11;0;;;;;;0;;;Si;Si;Si;;No
;;;"LICEO SC. ""E. VITTORINI""";VIA DOMENICO FONTANA 172;COMUNE;;180;No;27;16;0;;;;;;0;;;Si;Si;Si;;No
;;;"LICEO SC. ""E. VITTORINI""";VIA DOMENICO FONTANA 172;COMUNE;;190;Si;28,2;16;7;;;Si;;;0;;;Si;Si;Si;;Si
;;;NA 55- PISCICELLI;VIA M.PISCICELLI 37;COMUNE;;190;Si;24;12;4;;;;;;0;;;Si;Si;;;No
;;;S.M.S.  BELVEDERE SUCC.;VIA ACITILLO 90;COMUNE;;190;Si;21,3;11,8;6,9;;;Si;;;0;;;Si;Si;;;Si
;;;S.M.S. MINUCCI S.;VIA DOMENICO FONTANA   136;COMUNE;;180;No;20;9;0;;;Si;Si;;0;;;Si;Si;Si;;Si
;;;S.M.S. MINUCCI S.;VIA DOMENICO FONTANA   136;COMUNE;;190;Si;21;13;6;;;Si;Si;;0;;;Si;Si;Si;;Si
;;;"S.M.S."" D'OVIDIO - NICOLARDI""";S.GIACOMO DEI CAPRI 45;COMUNE;;190;Si;24,3;10,1;6;;;Si;Si;;0;;;Si;Si;;;Si
;;;TENNIS CLUB VOMERO;VIA ROSSINI 6;COMUNE;;320;No;36,1;18,3;0;;;Si;;Si;0;;;Si;Si;;;Si
;;;TENNIS CLUB VOMERO;VIA ROSSINI 6;COMUNE;;320;No;36,2;18,4;0;;;Si;;Si;0;;;Si;Si;;;Si
;;;"IST.P.S.C.TP.""CARACCIOLO-CASANOVA""";VIA S.MARIA ANTESECULA 52;PROVINCIA;;190;Si;24;11,5;4,4;;;Si;Si;;0;;;Si;Si;;;No
;;;"LICEO SCIENTIFICO ""SBORDONE""";VIA VECCHIA S.ROCCO 16;PROVINCIA;;180;No;24;16;0;;;;;;0;;;Si;Si;Si;;No
;;;"LICEO SCIENTIFICO ""SBORDONE""";VIA VECCHIA S.ROCCO 16;PROVINCIA;;180;No;30;16;0;;;;;;0;;;Si;Si;Si;;No
;;;"LICEO SCIENTIFICO ""SBORDONE""";VIA VECCHIA S.ROCCO 16;PROVINCIA;;190;Si;26;14;6;;;Si;;;0;;;Si;Si;Si;;Si
;;;44°C.D. S.M.S  VERGA G.;VIA BOSCO DI CAPODIMONTE;COMUNE;;11;No;24;13;0;;;;;;0;;;Si;Si;;;No
;;;44°C.D. S.M.S  VERGA G.;VIA BOSCO DI CAPODIMONTE;COMUNE;;180;No;28;12;0;;;;;;0;;;Si;Si;;;No
;;;44°C.D. S.M.S  VERGA G.;VIA BOSCO DI CAPODIMONTE;COMUNE;;180;No;35;16;0;;;;;;0;;;Si;Si;;;No
;;;44°C.D. S.M.S  VERGA G.;VIA BOSCO DI CAPODIMONTE;COMUNE;;190;Si;26;13;7;;;Si;;;0;;;Si;Si;;;No
;;;CAMPO DEL SOLE (G.S. POLIZIA MUNICIPALE);VIA QUAGLIARIELLO   34;COMUNE;;30;No;100;55;0;;;Si;Si;Si;0;;;Si;Si;Si;;Si
;;;CAMPO DEL SOLE (G.S. POLIZIA MUNICIPALE);VIA QUAGLIARIELLO   34;COMUNE;;30;No;110;100;0;;;Si;Si;Si;0;;;Si;Si;Si;;Si
;;;CAMPO DEL SOLE (G.S. POLIZIA MUNICIPALE);VIA QUAGLIARIELLO   34;COMUNE;;40;No;40;30;0;;;Si;Si;Si;0;;;Si;Si;Si;;
;;;CIR. DID. 35° - SCUDILLO;VIA S. GATTO 16/A;COMUNE;;190;Si;26;12;5,5;;;;;;0;;;Si;Si;;;No
;;;"CIR.DID. 21""MAMELI/ZUPPETTA""";VIA COLLI AMINEI 18/B;COMUNE;;190;Si;19,8;9,8;6;;;;;;0;;;Si;Si;;;No
;;;"CIR.DID.21 ""PADRE PIO SiII""";VIA PIO SiII  n°15;COMUNE;;190;Si;18,6;8,6;5;;;;;;0;;;Si;Si;Si;;No
;;;NA 42- SAN ROCCO;VIA R. MARFELLA;COMUNE;;180;No;28;18;0;;;;;;0;;;Si;;;;No
;;;NA 42- SAN ROCCO;VIA R. MARFELLA;COMUNE;;190;Si;28;20;7;;;;;;0;;;Si;Si;;;No
;;;NA 60-B.CAVALLINO;VIA BERNARDO CAVALLINO 54;COMUNE;;180;No;33,2;28;0;;;;;;0;;;Si;;;;No
;;;NA 60-B.CAVALLINO;VIA BERNARDO CAVALLINO 54;COMUNE;;190;Si;34;18;8;;;;;;0;;;Si;Si;;;No
;;;PARCO PUBBLICO;VIA CUPA SPINELLI;COMUNE;;40;No;27,2;16;0;;;;;;0;;;;Si;;;Si
;;;PARCO PUBBLICO;VIA CUPA SPINELLI;COMUNE;;60;No;27,2;4,2;0;;;;;;0;;;;Si;;;Si
;;;PARCO PUBBLICO;VIA CUPA SPINELLI;COMUNE;;180;No;30;18;0;;;;;;0;;;;Si;;;Si
;;;PARCO PUBBLICO;VIA CUPA SPINELLI;COMUNE;;320;No;36,3;18,4;0;;;;;;0;;;;Si;;;Si
;;;PARCO PUBBLICO CUPA SPINELLI;VIA CUPA SPINELLI;COMUNE;;111;No;15;15;0;;;;;;0;;;;Si;Si;;Si
;;;PARCO PUBBLICO CUPA SPINELLI;VIA CUPA SPINELLI;COMUNE;;60;No;28;4;0;;;;;;0;;;;Si;Si;;Si
;;;PARCO PUBBLICO CUPA SPINELLI;VIA CUPA SPINELLI;COMUNE;;180;No;36;19;0;;;;;;0;;;;Si;;;Si
;;;PARCO PUBBLICO CUPA SPINELLI;VIA CUPA SPINELLI;COMUNE;;180;No;42;24;0;;;;;;0;;;;Si;;;Si
;;;"S. ELEM.23°CIRC. DIDAT.""CUPA SPINELLI""";VIA CUPA SPINELLI 6;COMUNE;;11;No;110;3;0;;;;;;0;;;Si;Si;Si;;No
;;;"S. ELEM.23°CIRC. DIDAT.""CUPA SPINELLI""";VIA CUPA SPINELLI 6;COMUNE;;11;No;110;7,2;0;;;;;;0;;;Si;Si;Si;;No
;;;"S. ELEM.23°CIRC. DIDAT.""CUPA SPINELLI""";VIA CUPA SPINELLI 6;COMUNE;;190;No;30,2;18;0;;;;;;0;;;Si;Si;Si;;No
;;;"S.M.S. ""SALVEMINI G.""";VIA S. GATTO 16/C;COMUNE;;190;Si;25,7;12,8;7;;;Si;Si;;0;;;Si;Si;Si;;No
;;;S.M.S. PAVESE;VIA DOMENICO FONTANA 176;COMUNE;;180;No;33,5;13,5;0;;;Si;Si;;0;;;Si;Si;;;No
;;;S.M.S. PAVESE;VIA DOMENICO FONTANA 176;COMUNE;;190;Si;24,1;12,15;8,2;;;Si;Si;;0;;;Si;Si;;;No
;;;"S.M.S.""CAVOUR""";VIA NICOLARDI 236;COMUNE;;180;No;18;9;0;;;Si;Si;;0;;;Si;Si;;;No
;;;"S.M.S.""CAVOUR""";VIA NICOLARDI 236;COMUNE;;190;Si;17;13;4;;;Si;Si;;0;;;Si;Si;;;No
